vessel_name,imo_number,trajectory_sequence_json,current_port,current_status
Esteem Astro,IMO9838008,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-01-26"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-02-12"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-06-30"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-07-17"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-12-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-04-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-05-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2022-05-16"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-11-02"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-04-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2023-11-17"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-04-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2025-06-25"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Waiting at anchor
Esteem Explorer,IMO9855484,"[{""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2020-03-13"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2020-06-03"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-11-11"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-09-27"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-09-30"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""KRUSN"", ""name"": ""Ulsan"", ""date"": ""2021-10-17"", ""lat"": 35.5, ""lon"": 129.38}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-01-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-02-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-06-21"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-02-03"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Etagas,IMO9654945,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2024-01-04"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Operating at berth
Eternal Glory,IMO9507271,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-09-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AUDRW"", ""name"": ""Darwin"", ""date"": ""2022-02-17"", ""lat"": -12.46, ""lon"": 130.84}]",Darwin,Underway
Etyfa Prometheas,IMO9236614,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2010-01-01"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2010-01-18"", ""lat"": 1.28, ""lon"": 103.85}]",Singapore,Underway
Eupen,IMO9854559,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-03-28"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Underway
Euro,IMO9567702,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-09-18"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-10-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-05-23"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2020-02-19"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2020-04-28"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2020-10-26"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-12-15"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-01-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2022-01-26"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-02-12"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-03-01"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Eurochamp,IMO9299666,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-01-16"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2018-05-15"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-06-01"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2018-07-17"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-01-21"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2019-10-18"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-10-23"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-10-29"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-11-09"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2019-11-15"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-12-02"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2021-12-09"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USHOU"", ""name"": ""Houston"", ""date"": ""2022-03-03"", ""lat"": 29.74, ""lon"": -95.27}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2022-03-20"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-08-18"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Eurodestiny,IMO9259331,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-03-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-05-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2019-05-19"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-06-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-07-02"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-07-19"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-07-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-09-04"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-10-08"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-12-04"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
Eurodignity,IMO9283241,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-02-26"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-03-15"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2018-04-01"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2018-04-18"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-01-24"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-02-10"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2022-05-09"", ""lat"": 25.13, ""lon"": 56.34}]",Fujairah,Underway
Eurofaith,IMO9247431,"[{""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-05-09"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-05-26"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2018-10-10"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-27"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-11-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-11-30"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-04-01"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
Euroglory,IMO9249087,"[{""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-04-09"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2018-04-26"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2018-10-30"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2018-11-01"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2018-11-18"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-07-25"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-08-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-08-30"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2021-01-11"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2021-01-28"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNQDG"", ""name"": ""Qingdao"", ""date"": ""2021-02-14"", ""lat"": 36.08, ""lon"": 120.32}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-10-12"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-11-09"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-01-04"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-01-20"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-02-06"", ""lat"": 20.26, ""lon"": 86.67}]",Paradip / Vizag,Underway
Eurohope,IMO9173745,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-09-04"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-09-21"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-08"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-10-25"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2018-11-11"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2018-12-03"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-01-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-05-11"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-02-04"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2021-02-21"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-04-27"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2021-09-01"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-09-30"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-12-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-02-28"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2022-03-17"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-01-03"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2023-01-20"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2023-09-11"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-03-11"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2024-03-28"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-11-25"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-03-12"", ""lat"": 26.83, ""lon"": 50.02}]",Juaymah,Operating at berth
Euronike,IMO9299678,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-03-22"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-04-08"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2018-07-27"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-08-13"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-08-30"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2019-01-30"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-05-07"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-05-24"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2019-06-10"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2019-06-27"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""DZAZW"", ""name"": ""Arzew"", ""date"": ""2021-09-02"", ""lat"": 35.85, ""lon"": -0.31}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2021-09-19"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-05-05"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USCRP"", ""name"": ""Corpus Christi"", ""date"": ""2022-09-14"", ""lat"": 27.81, ""lon"": -97.39}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2022-10-01"", ""lat"": 51.92, ""lon"": 4.47}]",Rotterdam,Underway
European Spirit,IMO9247429,"[{""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2018-11-12"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2018-11-29"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-04-17"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""NLRTM"", ""name"": ""Rotterdam"", ""date"": ""2019-05-04"", ""lat"": 51.92, ""lon"": 4.47}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-05-21"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2019-06-07"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2019-10-18"", ""lat"": 24.09, ""lon"": 38.06}]",Yanbu,Underway
Eurospirit,IMO9203784,"[{""port"": ""QARLF"", ""name"": ""Ras Laffan"", ""date"": ""2018-01-18"", ""lat"": 25.92, ""lon"": 51.53}, {""port"": ""CNNGB"", ""name"": ""Ningbo-Zhoushan"", ""date"": ""2018-02-04"", ""lat"": 29.87, ""lon"": 121.55}, {""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2018-02-21"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2018-03-10"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2018-11-01"", ""lat"": 26.65, ""lon"": 50.16}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2019-02-28"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-12-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-04-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2021-06-04"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-06-09"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-09-30"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2021-10-17"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-10-19"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2021-11-05"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-11-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-09-20"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-10-26"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2022-12-15"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-04-26"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2023-06-19"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-06-21"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2023-06-30"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""INPRT"", ""name"": ""Paradip / Vizag"", ""date"": ""2023-07-06"", ""lat"": 20.26, ""lon"": 86.67}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-07-31"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-09-29"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-11-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-09-12"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2024-11-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-01-14"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2025-11-06"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-01-13"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2026-02-24"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2026-04-01"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""SAYNB"", ""name"": ""Yanbu"", ""date"": ""2026-04-29"", ""lat"": 24.09, ""lon"": 38.06}]",Yanbu,Waiting at anchor
Eurospirit (11) o/o Eurohope (07),IMO9590666,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2021-09-22"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2021-10-09"", ""lat"": 22.43, ""lon"": 69.84}]",Sikka / Jamnagar,Underway
Eurospririt,IMO9480837,"[{""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2020-08-11"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2020-08-27"", ""lat"": 25.13, ""lon"": 56.34}]",Fujairah,Underway
Eurotankers Tbn,IMO9332534,"[{""port"": ""KWMFA"", ""name"": ""Mina Al Ahmadi"", ""date"": ""2022-01-27"", ""lat"": 29.07, ""lon"": 48.15}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-02-13"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Underway
Eurovision,IMO9567697,"[{""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2018-08-31"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-09-06"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""AEFJR"", ""name"": ""Fujairah"", ""date"": ""2019-09-23"", ""lat"": 25.13, ""lon"": 56.34}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2019-10-10"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-01-17"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-01-24"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-07-13"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2022-12-14"", ""lat"": 29.87, ""lon"": -93.93}, {""port"": ""SAJUA"", ""name"": ""Juaymah"", ""date"": ""2023-04-16"", ""lat"": 26.83, ""lon"": 50.02}, {""port"": ""USHOU"", ""name"": ""Houston"", ""date"": ""2025-06-18"", ""lat"": 29.74, ""lon"": -95.27}, {""port"": ""USCRP"", ""name"": ""Corpus Christi"", ""date"": ""2026-02-02"", ""lat"": 27.81, ""lon"": -97.39}, {""port"": ""USPOA"", ""name"": ""Port Arthur / Nederland"", ""date"": ""2026-02-19"", ""lat"": 29.87, ""lon"": -93.93}]",Port Arthur / Nederland,Waiting at anchor
Eurovoyager,IMO9288899,"[{""port"": ""SGSIN"", ""name"": ""Singapore"", ""date"": ""2019-08-05"", ""lat"": 1.28, ""lon"": 103.85}, {""port"": ""INSIK"", ""name"": ""Sikka / Jamnagar"", ""date"": ""2019-08-22"", ""lat"": 22.43, ""lon"": 69.84}, {""port"": ""SARRT"", ""name"": ""Ras Tanura"", ""date"": ""2022-02-04"", ""lat"": 26.65, ""lon"": 50.16}]",Ras Tanura,Underway
